loc,uniq_libs,total_libs
8234962,2486,77566
8234985,2486,77568
8235008,2486,77570
8235042,2486,77572
8235127,2486,77575
8235146,2486,77576
8235200,2486,77577
8235218,2486,77577
8235257,2486,77577
8235272,2486,77579
8235312,2486,77581
8235424,2486,77586
8235443,2486,77587
8235522,2486,77588
8235591,2486,77589
8235682,2486,77591
8235746,2486,77592
8235831,2486,77594
8235845,2486,77594
8235879,2486,77595
8238173,2486,77595
8238185,2486,77595
8238197,2486,77595
8238215,2486,77597
8238233,2486,77599
8238240,2486,77602
8238252,2486,77602
8238267,2486,77602
8238287,2486,77603
8238330,2486,77603
8238396,2486,77604
8238402,2486,77606
8238410,2486,77607
8238433,2486,77610
8238459,2486,77612
8238492,2486,77616
8238543,2486,77616
8238662,2486,77618
8238938,2486,77618
8239098,2486,77621
8239190,2486,77623
8239224,2486,77626
8239239,2486,77627
8240638,2486,77628
8241103,2486,77628
8241329,2486,77629
8241333,2486,77629
8241346,2486,77629
8241902,2486,77634
8241930,2486,77634
8242025,2486,77637
8242047,2486,77637
8242901,2486,77640
8242915,2486,77640
8243078,2486,77640
8243174,2486,77641
8243199,2486,77641
8243224,2486,77641
8243246,2486,77641
8243273,2486,77641
8243299,2486,77641
8243316,2486,77641
8243340,2486,77641
8243367,2486,77641
8243405,2486,77641
8243479,2486,77641
8243501,2486,77641
8243522,2486,77641
8243544,2486,77641
8243570,2486,77641
8243592,2486,77641
8243613,2486,77641
8243634,2486,77641
8243655,2486,77641
8243689,2486,77641
8243713,2486,77641
8243736,2486,77641
8243766,2486,77641
8243786,2486,77641
8243816,2486,77641
8243817,2486,77641
8243830,2486,77641
8243867,2486,77641
8243909,2486,77641
8243954,2486,77642
8243985,2486,77642
8244011,2486,77642
8244045,2486,77642
8244109,2486,77642
8244161,2486,77642
8244216,2486,77642
8244233,2486,77642
8244251,2486,77642
8244268,2486,77642
8244288,2486,77642
8244308,2486,77642
8244328,2486,77642
8244362,2486,77642
8244383,2486,77642
8244515,2487,77648
8244519,2487,77650
8244707,2487,77651
8244844,2487,77651
8244906,2487,77651
8244933,2487,77651
8244962,2487,77651
8245017,2487,77651
8245107,2487,77651
8245163,2487,77651
8245213,2487,77651
8245240,2487,77651
8245309,2487,77651
8245360,2487,77651
8245423,2487,77651
8245989,2487,77651
8246016,2487,77651
8246171,2487,77651
8246217,2487,77651
8246268,2487,77651
8246317,2487,77651
8246341,2487,77651
8246389,2487,77651
8246423,2487,77651
8246459,2487,77651
8246518,2487,77651
8246538,2487,77651
8246578,2487,77651
8246718,2487,77653
8246746,2487,77654
8246820,2487,77654
8246834,2487,77655
8246868,2487,77656
8246917,2487,77656
8247121,2487,77660
8247128,2487,77661
8247179,2487,77662
8247248,2487,77662
8247265,2487,77662
8247286,2487,77663
8247313,2488,77666
8247354,2488,77669
8247367,2488,77671
8247412,2488,77673
8247439,2488,77677
8247630,2488,77688
8247680,2488,77689
8247734,2488,77690
8247756,2488,77693
8247798,2488,77696
8247822,2488,77698
8247888,2488,77701
8247927,2488,77704
8247966,2488,77706
8248090,2488,77714
8248106,2488,77715
8248130,2488,77717
8248164,2488,77718
8248290,2488,77719
8248341,2488,77720
8248366,2488,77722
8248379,2488,77723
8248387,2488,77723
8248429,2488,77725
8248518,2488,77727
8248555,2488,77728
8248651,2488,77730
8248671,2488,77731
8248691,2488,77732
8248692,2488,77733
8248717,2488,77737
8248734,2488,77740
8248746,2488,77742
8248898,2489,77748
8248995,2489,77753
8249078,2489,77758
8249177,2489,77762
8249181,2489,77762
8249195,2489,77762
8249260,2489,77762
8249275,2489,77762
8249314,2489,77762
8249385,2489,77762
8249395,2489,77762
8249407,2489,77762
8249437,2489,77762
8249443,2489,77762
8249515,2489,77762
8249561,2489,77762
8249593,2489,77762
8249647,2489,77762
8249692,2489,77762
8249749,2489,77762
8249800,2489,77762
8249850,2489,77762
8249872,2489,77762
8249944,2489,77762
8250016,2489,77762
8250085,2489,77762
8250141,2489,77762
8250156,2489,77763
8250163,2489,77763
8250195,2489,77763
8250203,2489,77763
8250265,2489,77763
8250293,2489,77763
8250377,2489,77763
8250430,2489,77763
8250496,2489,77763
8250538,2489,77763
8250563,2489,77763
8250592,2489,77763
8250753,2489,77763
8250787,2489,77763
8250861,2489,77763
8250939,2489,77764
8250943,2489,77764
8250945,2489,77764
8250947,2489,77764
8250949,2489,77764
8250970,2489,77764
8250978,2489,77764
8250984,2489,77764
8250993,2489,77764
8251012,2489,77764
8251014,2489,77764
8251037,2489,77764
8251043,2489,77764
8251048,2489,77764
8251051,2489,77764
8251053,2489,77764
8251109,2489,77765
8251203,2489,77766
8251215,2489,77767
8251230,2489,77767
8251340,2489,77767
8251353,2489,77767
8251383,2489,77767
8251423,2489,77767
8251453,2489,77767
8251479,2489,77767
8251516,2489,77767
8251560,2489,77767
8251568,2489,77767
8251584,2489,77767
8251607,2489,77767
8251647,2489,77767
8251682,2489,77767
8251701,2489,77767
8251704,2489,77767
8251707,2489,77767
8251803,2489,77768
8251818,2489,77768
8251834,2489,77768
8251885,2489,77768
8251962,2489,77769
8251991,2489,77769
8251995,2489,77769
8252045,2489,77769
8252099,2489,77769
8252112,2489,77769
8252158,2490,77772
8252261,2490,77772
8252312,2490,77772
8252564,2491,77774
8252582,2491,77774
8252614,2491,77775
8252618,2491,77775
8252678,2491,77781
8252692,2491,77783
8252769,2491,77784
8252777,2491,77784
8252808,2491,77784
8252878,2491,77784
8252917,2491,77784
8252924,2491,77784
8252931,2491,77784
8253086,2491,77787
8253096,2491,77787
8253224,2491,77789
8253229,2491,77789
8253240,2491,77792
8253247,2491,77792
8253258,2491,77792
8253262,2491,77793
8253382,2491,77793
8253386,2492,77794
8253387,2492,77795
8253489,2492,77796
8253524,2492,77796
8253651,2492,77796
8253751,2492,77796
8253779,2492,77797
8253805,2492,77797
8253878,2492,77799
8253907,2492,77801
8253979,2492,77801
8254004,2492,77802
8254026,2492,77803
8254046,2492,77804
8254093,2492,77805
8254119,2492,77806
8254188,2492,77807
8254217,2492,77808
8254290,2492,77809
8254307,2492,77810
8254367,2492,77811
8254375,2492,77812
8254421,2492,77813
8254456,2492,77814
8254572,2492,77815
8254593,2492,77816
8254674,2492,77817
8254690,2492,77818
8254715,2492,77819
8254766,2492,77820
8254883,2492,77821
8254948,2492,77822
8254955,2492,77822
8254960,2492,77822
8254967,2492,77822
8254974,2492,77822
8254979,2492,77822
8254984,2492,77822
8254989,2492,77822
8254997,2492,77822
8255004,2492,77822
8255011,2492,77822
8255016,2492,77822
8255022,2492,77822
8255029,2492,77822
8255040,2492,77822
8255048,2492,77822
8255068,2492,77822
8255163,2492,77824
8255167,2492,77825
8255192,2492,77826
8255205,2492,77827
8255213,2492,77828
8255226,2492,77829
8255230,2492,77830
8255382,2492,77831
8255425,2492,77832
8255518,2492,77834
8255555,2492,77835
8255585,2492,77836
8255620,2492,77837
8255666,2492,77838
8255697,2492,77839
8255701,2492,77840
8255705,2492,77841
8255722,2492,77842
8255820,2492,77843
8255842,2492,77844
8255912,2492,77845
8255916,2492,77846
8255963,2492,77847
8256036,2492,77848
8256099,2492,77849
8256261,2492,77850
8256304,2492,77851
8256339,2492,77852
8256362,2492,77853
8256432,2492,77856
8257050,2492,77861
8257102,2492,77861
8257388,2492,77861
8257839,2492,77861
8257904,2492,77861
8258328,2492,77862
8258331,2492,77862
8258416,2493,77879
8258570,2493,77879
8258614,2493,77880
8259411,2493,77881
8259625,2493,77882
8260119,2493,77883
8260330,2493,77885
8260336,2493,77890
8260376,2493,77890
8260748,2493,77891
8260752,2493,77891
8260837,2493,77891
8260868,2493,77891
8260928,2493,77891
8261211,2493,77891
8261263,2493,77891
8261266,2493,77891
8261360,2494,77906
8261397,2494,77907
8261436,2494,77908
8261486,2494,77909
8261663,2494,77911
8261692,2494,77915
8261693,2494,77916
8261753,2494,77918
8261772,2495,77920
8261788,2495,77921
8261810,2495,77922
8261831,2495,77922
8262058,2495,77924
8262169,2495,77924
8262215,2495,77924
8262242,2495,77926
8262250,2495,77930
8262447,2495,77931
8262675,2495,77933
8262828,2495,77933
8262883,2495,77933
8262932,2495,77933
8262970,2495,77933
8263077,2495,77933
8263197,2495,77933
8263245,2495,77933
8263447,2495,77933
8263623,2495,77933
8263665,2495,77933
8263966,2495,77933
8264022,2495,77933
8264489,2495,77933
8264611,2495,77934
8264677,2495,77934
8264728,2495,77934
8264822,2495,77934
8264906,2495,77935
8264945,2495,77935
8264985,2495,77935
8265075,2495,77936
8265296,2495,77936
8265543,2495,77936
8265578,2495,77936
8265614,2495,77936
8265695,2495,77936
8265884,2495,77936
8265920,2495,77936
8265977,2495,77936
8266176,2495,77937
8266181,2495,77938
8266250,2495,77938
8266482,2495,77939
8266956,2495,77940
8267129,2496,77946
8267164,2496,77946
8267192,2496,77946
8267210,2497,77950
8267217,2497,77950
8267229,2497,77950
8267268,2498,77952
8267572,2499,77955
8267605,2499,77955
8267660,2500,77957
8267691,2500,77958
8267713,2500,77960
8267753,2500,77962
8267756,2500,77962
8267767,2500,77962
8267803,2500,77963
8267844,2500,77964
8267848,2500,77964
8267879,2500,77965
8267909,2500,77966
8267927,2500,77966
8268070,2500,77968
8268117,2500,77968
8268119,2500,77968
8268133,2500,77968
8268160,2500,77968
8268177,2500,77968
8268178,2500,77968
8268180,2500,77968
8268201,2500,77969
8268204,2500,77969
8268215,2500,77969
8268242,2500,77969
8268289,2500,77969
8268299,2500,77969
8268302,2500,77969
8268331,2500,77970
8268579,2500,77975
8268604,2500,77977
8268641,2500,77978
8268666,2500,77979
8268691,2500,77980
8268716,2500,77981
8268741,2500,77982
8268766,2500,77983
8268821,2500,77986
8268847,2500,77987
8268887,2500,77988
8268913,2500,77989
8268939,2500,77990
8268964,2500,77991
8268998,2500,77992
8269032,2500,77993
8269092,2500,77996
8269160,2500,77997
8269192,2500,77998
8269239,2500,77999
8269265,2500,78000
8269309,2500,78002
8269344,2500,78003
8269369,2500,78004
8269403,2500,78006
8269428,2500,78007
8269454,2500,78008
8269484,2500,78009
8269509,2500,78010
8269540,2500,78011
8269565,2500,78012
8269590,2500,78013
8269615,2500,78014
8269641,2500,78015
8269688,2500,78016
8269714,2500,78017
8269745,2500,78018
8270399,2500,78020
8270511,2500,78022
8271429,2500,78023
8271664,2500,78023
8272129,2500,78024
8272475,2500,78024
8272804,2500,78025
8273137,2500,78026
8273198,2500,78026
8273477,2500,78026
8273597,2500,78026
8273687,2500,78026
8273842,2500,78026
8273964,2500,78026
8274176,2500,78026
8274496,2500,78028
8274652,2500,78029
8274735,2500,78029
8274764,2500,78029
8274770,2500,78029
8275609,2500,78029
8275687,2500,78029
8275759,2500,78029
8275866,2500,78029
8276000,2500,78029
8277527,2500,78030
8278309,2500,78030
8278419,2500,78030
8278900,2500,78030
8278982,2500,78030
8279048,2500,78030
8279079,2500,78033
8279282,2500,78034
8280089,2500,78036
8280296,2500,78037
8280728,2500,78038
8281277,2500,78039
8281327,2500,78040
8281365,2500,78041
8281796,2500,78042
8282110,2500,78043
8282239,2500,78044
8282336,2500,78045
8282776,2500,78046
8282840,2500,78047
8283481,2500,78048
8283776,2500,78049
8283918,2500,78050
8284060,2500,78051
8284711,2501,78053
8284769,2501,78055
8284963,2501,78057
8285236,2501,78058
8285309,2501,78059
8285999,2501,78060
8286142,2501,78061
8286367,2501,78062
8286513,2501,78063
8286795,2501,78064
8286975,2501,78065
8287036,2501,78066
8287137,2501,78066
8287337,2502,78068
8287338,2502,78068
8287361,2502,78068
8287379,2502,78068
8287415,2502,78068
8287448,2502,78068
8287499,2502,78068
8287559,2512,78081
8287599,2512,78081
8287661,2513,78083
8287699,2513,78083
8287781,2513,78083
8287837,2513,78085
8287868,2513,78085
8287916,2513,78085
8287958,2513,78085
8287989,2513,78085
8288502,2513,78085
8288542,2513,78085
8288573,2513,78086
8288605,2513,78087
8288630,2513,78090
8288637,2513,78090
8288657,2513,78091
8288674,2513,78092
8288717,2513,78094
8288884,2513,78095
8288895,2513,78096
8288955,2514,78097
8289047,2514,78097
8289070,2514,78097
8289092,2514,78097
8289174,2515,78098
8289207,2515,78099
8289266,2515,78100
8289338,2515,78100
8289371,2515,78101
8289451,2515,78101
8289476,2515,78101
8289491,2515,78101
8289533,2515,78110
8289558,2515,78110
8289569,2515,78110
8289580,2515,78110
8289662,2515,78110
8289715,2516,78111
8289895,2516,78111
8290026,2516,78118
8290045,2516,78118
8290095,2517,78119
8290214,2517,78119
8290249,2517,78122
8290255,2517,78122
8290292,2517,78122
8290321,2517,78122
8290350,2517,78122
8290356,2517,78122
8290388,2517,78122
8290461,2517,78122
8290564,2517,78122
8290573,2517,78122
8290590,2517,78122
8290726,2518,78144
8290733,2518,78144
8290773,2518,78144
8290812,2518,78144
8290847,2518,78144
8290856,2518,78144
8290874,2518,78144
8291151,2518,78145
8291152,2518,78146
8291163,2518,78147
8291211,2518,78150
8291371,2518,78151
8291505,2518,78151
8291631,2519,78155
8291657,2519,78155
8291705,2519,78156
8291735,2519,78157
8291756,2519,78158
8291821,2519,78161
8291853,2519,78164
8291979,2519,78169
8292041,2519,78171
8292078,2519,78175
8292116,2519,78176
8292148,2519,78179
8292254,2519,78180
8292312,2519,78181
8292359,2519,78182
8292398,2519,78190
8292434,2519,78194
8292454,2519,78194
8292526,2519,78194
8292536,2519,78194
8292641,2519,78196
8292678,2519,78196
8292694,2519,78197
8292731,2519,78197
8292732,2519,78198
8292813,2519,78202
8292934,2519,78207
8293018,2519,78207
8293125,2519,78207
8293156,2519,78207
8293176,2519,78207
8293190,2519,78207
8293205,2519,78207
8293217,2519,78207
8293246,2519,78209
8293327,2519,78209
8293465,2519,78210
8293485,2519,78210
8293499,2519,78210
8293509,2519,78220
8293524,2519,78220
8293535,2519,78221
8293553,2519,78221
8293579,2519,78221
8293588,2519,78221
8293599,2519,78221
8293651,2519,78221
8293730,2519,78222
8293750,2519,78222
8293774,2519,78222
8293827,2519,78222
8293869,2519,78222
8293884,2519,78222
8293909,2519,78223
8293923,2519,78223
8293926,2519,78223
8294004,2519,78223
8294021,2519,78224
8294046,2519,78224
8294075,2519,78225
8294118,2519,78226
8294125,2519,78226
8294132,2519,78227
8294140,2519,78232
8294174,2519,78248
8294180,2519,78249
8294259,2519,78255
8294415,2520,78256
8294435,2520,78257
8294497,2520,78258
8294581,2520,78259
8294691,2520,78260
8294745,2520,78261
8294819,2520,78262
8294933,2521,78263
8294964,2521,78264
8294974,2521,78265
8295053,2521,78267
8295074,2521,78269
8295121,2521,78271
8295353,2521,78273
8295392,2522,78274
8295413,2522,78275
8295429,2523,78277
8295433,2523,78278
8295448,2524,78280
8295510,2525,78285
8295521,2525,78286
8295662,2525,78287
8295669,2525,78288
8296194,2525,78289
8296206,2525,78290
8296263,2526,78292
8296267,2526,78293
8296271,2526,78294
8296291,2526,78295
8296310,2526,78296
8296371,2526,78297
8296463,2526,78299
8296514,2526,78300
8296525,2526,78301
8296563,2526,78302
8296911,2526,78304
8296921,2526,78305
8296970,2526,78306
8297076,2526,78307
8297094,2526,78308
8297256,2526,78309
8297362,2526,78311
8297539,2526,78313
8297578,2526,78314
8297609,2526,78315
8297642,2526,78316
8297703,2526,78317
8297773,2526,78318
8298099,2526,78319
8298115,2526,78320
8298137,2526,78321
8298148,2526,78322
8298165,2526,78323
8298560,2526,78324
8298575,2526,78325
8298686,2526,78327
8298705,2526,78329
8298739,2526,78331
8298755,2526,78333
8298840,2526,78334
8298873,2526,78335
8298917,2526,78336
8299011,2527,78338
8299113,2527,78340
8299160,2527,78341
8301790,2527,78343
8301885,2527,78344
8301915,2527,78345
8301931,2527,78346
8301954,2527,78347
8304104,2527,78348
8304119,2527,78349
8304151,2527,78350
8304162,2527,78352
8304319,2527,78357
8304873,2527,78357
8304887,2527,78357
8305427,2527,78357
8305549,2527,78358
8305620,2527,78358
8305766,2527,78358
8305771,2527,78358
8306562,2527,78359
8306690,2527,78359
8306965,2527,78359
8306996,2527,78359
8307032,2527,78359
8307038,2527,78359
8307065,2527,78359
8307109,2527,78359
8307219,2527,78359
8307226,2527,78359
8307230,2527,78359
8307378,2527,78375
8307383,2527,78375
8307465,2527,78379
8307520,2527,78379
8307561,2527,78379
8307669,2527,78379
8307764,2527,78379
8307795,2527,78379
8307883,2527,78379
8307932,2527,78379
8307977,2527,78379
8308126,2527,78379
8308220,2527,78379
8308388,2527,78379
8308470,2527,78380
8308508,2527,78381
8308612,2527,78381
8308750,2527,78381
8308874,2527,78381
8308904,2527,78381
8308940,2527,78381
8308967,2527,78381
8309002,2527,78381
8309130,2527,78381
8309201,2527,78383
8309306,2527,78384
8309483,2528,78393
8309577,2528,78395
8309664,2528,78396
8309668,2528,78400
8309700,2528,78401
8309713,2528,78402
8309725,2528,78403
8309757,2528,78404
8309799,2528,78405
8309830,2528,78406
8309852,2528,78407
8309884,2528,78408
8309930,2528,78409
8309953,2528,78410
8309987,2528,78411
8310037,2528,78412
8310087,2528,78413
8310129,2528,78414
8310184,2528,78415
8310232,2528,78416
8310276,2528,78417
8310301,2528,78418
8310309,2528,78419
8310401,2528,78420
8310425,2528,78421
8310484,2528,78422
8310531,2528,78423
8310543,2528,78424
8310553,2528,78425
8310564,2528,78426
8310575,2528,78427
8310586,2528,78428
8310594,2528,78429
8310602,2528,78430
8310614,2528,78431
8310622,2528,78432
8310634,2528,78433
8310644,2528,78434
8310658,2528,78435
8310701,2528,78436
8310730,2528,78437
8310773,2528,78438
8310808,2528,78439
8310895,2528,78440
8310907,2528,78441
8310918,2528,78442
8310935,2528,78443
8310943,2528,78444
8310978,2528,78445
8311004,2528,78446
8311101,2528,78447
8311125,2528,78448
8311168,2528,78449
8311175,2528,78450
8311237,2528,78451
8311247,2528,78452
8311462,2528,78453
8311499,2528,78454
8311561,2528,78455
8311587,2528,78456
8311613,2528,78457
8311622,2528,78458
8311632,2528,78459
8311640,2528,78460
8311673,2528,78461
8311687,2528,78462
8311699,2528,78463
8311711,2528,78464
8311735,2528,78465
8311766,2528,78466
8311796,2528,78467
8311805,2528,78468
8311809,2528,78469
8311819,2528,78470
8311846,2528,78472
8311869,2528,78473
8311878,2528,78474
8311948,2528,78475
8311995,2528,78477
8312082,2528,78479
8312155,2528,78479
8312449,2528,78479
8312513,2528,78479
8312572,2528,78481
8312681,2528,78482
8312747,2528,78483
8312944,2528,78485
8312983,2528,78485
8313000,2528,78486
8313063,2528,78486
8313102,2528,78486
8313222,2528,78488
8313235,2528,78488
8313353,2528,78494
8313621,2528,78496
8313842,2528,78496
8314002,2528,78498
8314065,2529,78502
8314386,2529,78503
8314418,2529,78503
8314476,2529,78504
8314500,2529,78504
8314520,2529,78504
8314569,2529,78504
8314601,2529,78504
8314619,2529,78504
8314641,2529,78504
8314676,2529,78504
8314753,2529,78504
8314775,2529,78504
8315792,2529,78505
8315861,2529,78508
8315980,2529,78510
8316942,2529,78522
8316943,2529,78523
8318528,2529,78525
8318541,2529,78533
8318636,2529,78535
8318682,2529,78536
8318833,2529,78537
8318948,2529,78538
8318977,2529,78539
8319004,2529,78540
8319102,2529,78541
8319167,2529,78542
8319219,2529,78543
8319304,2529,78543
8319327,2529,78543
8319421,2529,78543
8319438,2529,78543
8319464,2529,78543
8319479,2529,78543
8319496,2529,78543
8319534,2529,78543
8319627,2529,78543
8319662,2529,78543
8319734,2529,78543
8319762,2529,78543
8319793,2529,78543
8319804,2529,78543
8319824,2529,78543
8319845,2529,78543
8319872,2529,78543
8319903,2529,78543
8319922,2529,78543
8319937,2529,78543
8319956,2529,78543
8319976,2529,78543
8319996,2529,78543
8320016,2529,78543
8320027,2529,78543
8320052,2529,78543
8320066,2529,78543
8320069,2529,78543
8320079,2530,78547
8320125,2530,78548
8320174,2530,78549
8320215,2530,78550
8320241,2530,78551
8320293,2530,78552
8320336,2530,78553
8320413,2530,78553
8320437,2530,78554
8320462,2530,78555
8320509,2530,78556
8320575,2530,78557
8320581,2531,78560
8320607,2532,78561
8320651,2532,78561
8320677,2532,78562
8320737,2532,78563
8321867,2532,78563
8322027,2532,78565
8322275,2532,78567
8322288,2533,78570
8322352,2533,78571
8322357,2533,78571
8322359,2533,78573
8322362,2533,78573
8322364,2533,78573
8322409,2533,78578
8322419,2533,78580
8322424,2533,78580
8322451,2533,78580
8322502,2533,78580
8322541,2533,78580
8322548,2533,78580
8322558,2533,78580
8322563,2533,78580
8322570,2533,78580
8322578,2533,78580
8322590,2533,78580
8322650,2533,78580
8322662,2533,78582
8322671,2533,78583
8322689,2533,78583
8322739,2533,78584
8322952,2533,78584
8323004,2533,78585
8323133,2533,78585
8323249,2533,78585
8323335,2533,78586
8323568,2533,78586
8323658,2533,78587
8323856,2533,78589
8323924,2533,78589
8323937,2533,78589
8323949,2533,78589
8323961,2533,78589
8323974,2533,78589
8323982,2533,78589
8323993,2533,78589
8324001,2533,78589
8324010,2533,78589
8324031,2533,78589
8324051,2533,78589
8324090,2533,78589
8324139,2533,78589
8324150,2533,78589
8324160,2533,78589
8324179,2533,78589
8324193,2533,78589
8324219,2533,78589
8324237,2533,78589
8324260,2533,78589
8324279,2533,78589
8324289,2533,78589
8324322,2533,78589
8324347,2533,78589
8324358,2533,78589
8324368,2533,78589
8324383,2533,78589
8324414,2533,78589
8324452,2533,78589
8324469,2533,78589
8324476,2533,78589
8324493,2533,78589
8324517,2533,78589
8324543,2533,78589
8324580,2533,78589
8324614,2533,78589
8324617,2533,78589
8324628,2533,78589
8324635,2533,78589
8324646,2533,78589
8324649,2533,78589
8324658,2533,78589
8324668,2533,78589
8324687,2533,78589
8324713,2533,78589
8324740,2533,78589
8324778,2533,78589
8324801,2533,78589
8324843,2533,78589
8324870,2533,78589
8324889,2533,78589
8324909,2533,78589
8324938,2533,78589
8325004,2533,78590
8325016,2533,78590
8325047,2533,78590
8325053,2533,78590
8325060,2533,78590
8325075,2533,78590
8325091,2533,78590
8325101,2533,78590
8325108,2533,78590
8325144,2533,78590
8325156,2533,78590
8325164,2533,78590
8325212,2533,78590
8325262,2533,78590
8325281,2533,78590
8325318,2533,78590
8325345,2533,78590
8325363,2533,78590
8325399,2533,78590
8325418,2533,78590
8325430,2533,78590
8325444,2533,78590
8325457,2533,78590
8325487,2533,78590
8325508,2533,78590
8325528,2533,78590
8325549,2533,78590
8325585,2533,78590
8325607,2533,78590
8325636,2533,78590
8325673,2533,78590
8325720,2533,78590
8325736,2533,78590
8325742,2533,78590
8325756,2533,78590
8325800,2533,78590
8325826,2533,78590
8325870,2533,78591
8325889,2533,78591
8325898,2533,78591
8325903,2533,78591
8325906,2533,78591
8325919,2533,78591
8325931,2533,78591
8325937,2533,78591
8325955,2533,78591
8325995,2533,78591
8326052,2533,78591
8326120,2533,78591
8326221,2533,78591
8326374,2533,78591
8326443,2533,78591
8326476,2533,78591
8326492,2533,78591
8326511,2533,78591
8327110,2533,78591
8327144,2533,78591
8327165,2533,78591
8327210,2533,78591
8327222,2533,78592
8327255,2533,78592
8327289,2533,78592
8327347,2533,78592
8327405,2533,78592
8327446,2533,78592
8327486,2533,78592
8327502,2533,78592
8327510,2533,78592
8327514,2533,78592
8327523,2533,78592
8327531,2533,78592
8327538,2533,78592
8327556,2533,78592
8327574,2533,78592
8327633,2533,78592
8327674,2533,78592
8327706,2533,78592
8327775,2533,78592
8327801,2533,78592
8327857,2533,78592
8327881,2533,78592
8327901,2533,78592
8327908,2533,78592
8327921,2533,78592
8327955,2533,78592
8327963,2533,78592
8327978,2533,78592
8327999,2533,78592
8328019,2533,78592
8328030,2533,78592
8328044,2533,78592
8328080,2533,78592
8328099,2533,78592
8328128,2533,78592
8328142,2533,78592
8328169,2533,78592
8328200,2533,78592
8328224,2533,78592
8328231,2533,78592
8328242,2533,78592
8328245,2533,78592
8328260,2533,78592
8328267,2533,78592
8328300,2533,78592
8328312,2533,78592
8328339,2533,78592
8328350,2533,78592
8328356,2533,78592
8328361,2533,78592
8328371,2533,78592
8328376,2533,78592
8328383,2533,78592
8328415,2533,78592
8328425,2533,78592
8328492,2533,78592
8328514,2533,78592
8328530,2533,78592
8328557,2533,78592
8328634,2533,78592
8328697,2533,78592
8328779,2533,78592
8328943,2533,78592
8329158,2533,78592
8329177,2533,78592
8329198,2533,78592
8329219,2533,78592
8329240,2533,78592
8329272,2533,78592
8329302,2533,78592
8329353,2533,78592
8329396,2533,78592
8329507,2533,78592
8329580,2533,78592
8329631,2533,78592
8329643,2533,78593
8329710,2533,78593
8329729,2533,78593
8329758,2533,78593
8329770,2533,78593
8329787,2533,78593
8329818,2533,78593
8329824,2533,78593
8329838,2533,78593
8329854,2533,78593
8329869,2533,78593
8329889,2533,78593
8329920,2533,78593
8329940,2533,78594
8329973,2533,78594
8330021,2533,78594
8330052,2533,78594
8330074,2533,78595
8330079,2533,78595
8330093,2533,78595
8330111,2533,78595
8330131,2533,78595
8330146,2533,78595
8330185,2533,78595
8330201,2533,78595
8330211,2533,78595
8330247,2533,78595
8330261,2533,78595
8330278,2533,78595
8330292,2533,78595
8330298,2533,78595
8330301,2533,78595
8330322,2533,78595
8330342,2533,78595
8330345,2533,78595
8330361,2533,78595
8330370,2533,78595
8330412,2533,78595
8330472,2533,78595
8330527,2533,78595
8330539,2533,78595
8330578,2533,78597
8330626,2533,78597
8330652,2533,78599
8330681,2533,78599
8330746,2533,78599
8330776,2533,78599
8330859,2533,78599
8330883,2533,78599
8330933,2533,78599
8330956,2533,78599
8330962,2533,78599
8330998,2533,78599
8331012,2533,78599
8331046,2533,78599
8331058,2533,78599
8331076,2533,78599
8331099,2533,78599
8331141,2533,78599
8331171,2533,78599
8331208,2533,78599
8331236,2533,78600
8331254,2533,78600
8331273,2533,78600
8331293,2533,78600
8331303,2533,78600
8331313,2533,78600
8331332,2533,78600
8331350,2533,78601
8331362,2533,78601
8331368,2533,78601
8331385,2533,78601
8331393,2533,78602
8331399,2533,78602
8331428,2533,78602
8331449,2533,78602
8331584,2533,78602
8331607,2533,78602
8331610,2533,78602
8331613,2533,78602
8331621,2533,78602
8331630,2534,78606
8331673,2534,78606
8331763,2534,78606
8331832,2534,78606
8331884,2534,78606
8332118,2534,78606
8332154,2534,78606
8332171,2534,78606
8332217,2534,78606
8332251,2534,78606
8332420,2534,78608
8332420,2534,78608
8332445,2534,78608
8332463,2534,78608
8332477,2534,78608
8332500,2534,78608
8332536,2534,78609
8332569,2534,78610
8332597,2534,78611
8332605,2534,78612
8332610,2534,78613
8332670,2534,78614
8332694,2534,78614
8332723,2534,78614
8332754,2534,78615
8332755,2534,78615
8332788,2534,78615
8332806,2534,78616
8333092,2534,78618
8333099,2534,78618
8333106,2534,78618
8333121,2534,78618
8333206,2534,78618
8333229,2534,78618
8333317,2534,78618
8333382,2534,78618
8333394,2534,78618
8333411,2534,78618
8333440,2534,78618
8333457,2534,78618
8333484,2534,78618
8333499,2534,78618
8333599,2534,78618
8333800,2534,78618
8333826,2534,78620
8333883,2534,78620
8334014,2535,78641
8334167,2535,78641
8334178,2535,78641
8334227,2535,78641
8334394,2535,78641
8334475,2535,78641
8334492,2535,78641
8334525,2535,78641
8334562,2535,78641
8334599,2535,78641
8334642,2535,78641
8334666,2535,78641
8334984,2535,78641
8335329,2535,78641
8335376,2535,78641
8335406,2535,78642
8335505,2535,78642
8335557,2535,78646
8335632,2535,78647
8335716,2535,78648
8335826,2535,78649
8336683,2535,78649
8336707,2535,78649
8336936,2535,78649
8337014,2535,78649
8337241,2535,78649
8338045,2535,78649
8338062,2535,78658
8343318,2535,78659
8343479,2535,78664
8343791,2535,78665
8343813,2535,78665
8343820,2535,78668
8344099,2535,78669
8344117,2535,78672
8344245,2535,78673
8344357,2535,78676
8344613,2535,78677
8344617,2535,78677
8344629,2535,78680
8344676,2535,78683
8344712,2535,78686
