size,loc
121809,298051
121809,298079
121809,298099
121820,298125
121820,298163
121820,298197
121820,298217
121830,298249
121837,298280
121837,298300
121837,298319
121849,298354
121849,298374
121849,298398
121849,298419
121863,298461
121863,298507
121863,298527
121863,298547
121863,298567
121863,298587
121863,298607
121863,298627
121863,298647
121895,298686
121954,298764
122000,298833
122086,299054
122177,299217
122192,299290
122247,299360
122264,299394
122272,299418
122282,299459
122288,299482
122309,299598
122339,299646
122369,299691
122437,299799
122478,299879
122535,299995
122560,300030
122608,300126
122742,300348
122821,300485
122848,300517
122850,300528
122861,300543
122862,300593
122905,300729
122910,300743
122925,300768
122931,300783
122943,300808
122948,300822
122962,300847
123002,301026
123033,301076
123049,301104
123071,301130
123091,301200
123104,301238
123114,301275
123122,301312
123136,301347
123143,301386
123158,301424
123170,301473
123181,301507
123190,301538
123190,301569
123198,301602
123207,301635
123207,301668
123207,301701
123207,301737
123210,301745
123233,301785
123262,301883
123285,301949
123307,301987
123328,302037
123350,302066
123367,302129
123389,302204
123397,302242
123410,302275
123419,302324
123434,302382
123442,302429
123451,302473
123467,302535
123470,302546
123494,302681
123536,302761
123549,302797
123566,302839
123585,302869
123588,302898
123598,302960
123607,302996
123610,303019
123610,303041
123610,303066
123613,303092
123613,303117
123613,303146
123613,303184
123613,303213
123613,303237
123620,303279
123620,303303
123627,303359
123627,303395
123630,303406
123655,303492
123669,303527
123694,303565
123705,303624
123731,303665
123744,303697
123757,303728
123767,303753
123772,303764
123842,303903
123876,303969
123904,304022
123929,304082
123951,304111
123983,304167
123999,304209
124029,304265
124074,304349
124103,304407
124125,304479
124145,304523
124174,304594
124199,304670
124209,304696
124228,304722
124475,305549
124512,305679
124515,305684
124923,306452
124931,306474
124976,306517
124991,306539
124997,306560
125016,306587
125032,306610
125055,306645
125061,306667
125080,306694
125113,306739
125140,306781
125174,306821
125180,306844
125199,306871
125211,306895
125261,306966
125282,307000
125288,307017
125309,307044
125318,307071
125340,307098
125426,307210
125450,307250
125458,307277
125479,307305
125501,307346
125528,307385
125534,307400
125554,307427
125560,307445
125579,307472
125658,307569
125692,307614
125721,307653
125743,307686
125752,307706
125771,307733
125785,307756
125799,307787
125805,307803
125823,307830
125828,307846
125849,307873
125881,307919
125900,307950
125920,307996
125946,308029
125966,308074
125994,308117
125999,308134
126019,308161
126032,308182
126041,308208
126102,308287
126125,308326
126134,308375
126153,308402
126159,308424
126180,308451
126192,308477
126220,308509
126234,308536
126255,308563
126260,308587
126285,308624
126321,308680
126348,308720
126635,309043
126640,309060
126659,309087
126706,309154
126711,309174
126729,309201
126734,309217
126755,309244
126761,309273
126781,309300
126786,309313
126805,309340
126814,309363
126833,309393
126838,309416
126864,309456
126882,309489
126901,309517
126914,309552
126931,309579
126948,309611
126967,309638
126972,309647
126993,309680
127011,309712
127053,309786
127053,309795
127078,309842
127078,309853
127087,309900
127106,309937
127149,310016
127149,310027
127166,310052
127169,310063
127169,310074
127169,310085
127169,310096
127169,310107
127169,310118
127169,310129
127169,310140
127169,310151
127169,310162
127169,310173
127169,310184
127180,310206
127199,310238
127199,310249
127199,310260
127208,310281
127218,310314
127235,310346
127235,310346
127235,310357
127235,310368
127242,310386
127242,310404
127242,310415
127242,310426
127253,310456
127257,310471
127264,310494
127275,310513
127291,310535
127291,310553
127291,310571
127291,310583
127291,310595
127291,310606
127291,310617
127291,310628
127291,310639
127291,310650
127291,310661
127298,310683
127298,310694
127309,310725
127309,310747
127309,310767
127323,310792
127333,310823
127342,310848
127354,310871
127354,310882
127354,310893
127354,310904
127354,310915
127354,310926
127354,310937
127354,310958
127361,310991
127361,311002
127361,311013
127361,311024
127361,311035
127361,311053
127365,311065
127374,311087
127374,311098
127374,311109
127390,311151
127399,311173
127409,311204
127409,311215
127409,311226
127409,311237
127409,311248
127409,311259
127409,311270
127409,311283
127409,311294
127416,311316
127437,311365
127437,311376
127437,311387
127437,311398
127437,311409
127462,311453
127478,311484
127493,311510
127507,311539
127507,311550
127507,311561
127556,311663
127566,311697
127599,311757
127599,311768
127624,311808
127645,311852
127645,311863
127662,311898
127662,311909
127677,311949
127697,311993
127712,312028
127712,312039
127750,312132
127750,312167
127764,312208
127764,312219
127764,312230
127764,312241
127764,312252
127764,312263
127783,312295
127783,312304
127799,312335
127813,312364
127820,312385
127834,312414
127834,312425
127834,312436
127866,312489
127866,312500
127881,312553
127919,312615
128003,312733
128023,312778
128099,313023
128115,313069
128145,313140
128165,313187
128197,313269
128235,313346
128279,313527
128299,313558
128312,313589
128362,313723
128416,313799
128505,313921
128594,314064
128626,314110
128632,314127
128660,314167
128666,314181
128673,314199
128678,314212
128678,314225
128678,314238
128678,314251
128678,314264
128678,314277
128678,314290
128684,314308
128684,314321
128690,314334
128696,314347
128696,314360
128696,314373
128701,314386
128704,314397
128734,314513
128749,314573
128774,314606
128790,314656
128812,314692
128853,314790
128879,314826
128886,314854
128893,314895
128893,314939
128896,314969
128896,314997
128905,315033
128912,315058
128920,315083
128920,315113
128927,315139
128927,315167
128927,315197
128930,315208
128998,315387
129008,315396
129020,315433
129027,315452
129043,315479
129051,315499
129059,315517
129075,315543
129084,315561
129090,315582
129160,315673
129193,315711
129198,315735
129220,315764
129254,315837
129293,315898
129382,316021
129423,316092
129436,316128
129454,316156
129467,316199
129488,316277
129518,316425
129538,316528
129552,316576
129556,316598
129560,316660
129565,316700
129575,316788
129580,316812
129584,316832
129588,316864
129603,316899
129613,316929
129622,316959
129632,316989
129642,317019
129664,317062
129673,317097
129682,317127
129691,317157
129701,317187
129710,317217
129720,317254
129730,317288
129740,317318
129768,317375
129785,317412
129800,317457
129809,317491
129856,317581
129865,317611
129874,317640
129884,317668
129893,317698
129902,317728
129911,317757
129920,317787
129929,317817
129939,317845
129948,317874
129961,317910
129986,317982
129994,318028
130008,318078
130054,318188
130072,318251
130099,318363
130113,318437
130122,318488
130130,318539
130138,318586
130151,318623
130168,318676
130177,318740
130194,318815
130206,318888
130225,318981
130235,319035
130311,319315
130321,319339
130372,319509
130404,319663
130460,319917
130484,319945
130498,320001
130518,320030
130561,320132
130579,320160
130605,320230
130628,320259
130634,320283
130655,320311
130678,320387
130691,320416
130706,320470
130729,320501
130745,320530
130791,320609
130816,320659
130838,320688
130942,320965
130952,321001
130966,321034
131011,321109
131164,321379
131197,321476
131250,321587
131271,321642
131286,321681
131308,321748
131343,321812
131362,321888
131381,321975
131393,322013
131393,322051
131402,322110
131402,322164
131402,322222
131415,322275
131415,322323
131415,322375
131432,322413
131449,322457
131466,322507
131484,322559
131493,322612
131513,322661
131530,322703
131554,322781
131569,322814
131581,322848
131606,322907
131639,322988
131688,323156
131709,323239
131730,323314
131742,323460
131756,323505
131765,323544
131784,323599
131784,323640
131799,323689
131810,323732
131826,323779
131839,323818
131847,323863
131862,323906
131881,323957
131890,324000
131911,324057
131911,324114
131919,324166
131941,324209
131945,324250
131957,324294
131968,324340
131978,324380
131996,324429
132003,324473
132020,324529
132026,324583
132035,324625
132055,324683
132072,324741
132085,324790
132094,324831
132097,324887
132108,324921
132121,324953
132130,324992
132138,325031
132148,325066
132155,325091
132173,325151
132191,325212
132203,325272
132216,325314
132226,325357
132243,325401
132253,325439
132279,325531
132299,325602
132317,325687
132327,325718
132348,325793
132370,325859
132379,325900
132394,325937
132406,325973
132421,326018
132435,326057
132449,326105
132481,326210
132501,326295
132621,326655
132735,326922
132790,327157
132819,327219
132839,327247
132864,327317
132877,327344
132884,327358
132892,327373
132916,327408
132940,327443
132946,327458
132964,327485
133062,327678
133081,327705
133087,327720
133104,327748
133111,327766
133125,327785
133158,327883
133176,327910
133195,327958
133210,328008
133227,328064
133252,328149
133275,328210
133291,328256
133299,328299
133316,328351
133325,328392
133336,328459
133352,328525
133359,328564
133377,328640
133387,328665
133396,328714
133406,328769
133422,328847
133436,328905
133460,328958
133467,329016
133467,329073
133467,329130
133467,329167
133476,329214
133499,329285
133515,329337
133539,329403
133548,329445
133565,329517
133578,329593
133589,329640
133606,329722
133678,329898
133693,329926
133703,329949
133711,329992
133760,330101
133793,330368
133809,330490
133846,330529
133850,330575
133856,330599
133860,330621
133864,330662
133868,330711
133872,330773
133876,330839
133880,330859
133884,330899
133888,330925
133892,330945
133896,330977
133900,331001
133904,331057
133908,331097
133915,331125
133925,331187
133937,331235
133950,331316
133959,331357
133962,331404
133969,331433
133969,331460
133969,331489
133969,331518
133995,331610
134008,331660
134021,331772
134041,331841
134061,331906
134072,331943
134084,332001
134096,332048
134105,332082
134117,332122
134141,332289
134156,332365
134169,332420
134172,332457
134175,332504
134188,332559
134200,332608
134212,332662
134221,332723
134232,332767
134243,332821
134255,332876
134258,332914
134262,332988
134279,333059
134292,333108
134300,333185
134306,333266
134313,333293
134320,333357
134334,333455
134348,333530
134357,333578
134364,333627
134367,333655
134375,333696
134387,333769
134464,334157
134482,334449
134613,334709
134652,334799
134657,334816
134674,334841
134679,334859
134696,334884
134704,334903
134723,334937
134727,334950
134739,334965
134796,335086
134822,335124
134840,335169
134868,335206
134877,335226
134892,335282
134899,335298
134906,335316
134913,335332
134920,335347
134932,335376
134939,335391
134946,335409
134950,335430
134957,335445
134969,335473
134977,335502
134988,335531
134999,335556
135005,335570
135012,335589
135024,335622
135031,335639
135039,335663
135043,335688
135050,335702
135054,335722
135064,335748
135064,335774
135071,335810
135078,335825
135085,335841
135092,335857
135099,335872
135099,335888
135106,335903
135109,335913
135124,335957
135193,336098
135205,336126
135220,336150
135228,336184
135239,336208
135261,336263
135269,336279
135275,336313
135288,336336
135318,336424
135330,336448
135610,336847
135626,336871
135683,337015
135713,337048
135758,337156
135769,337180
135780,337197
135788,337214
135795,337231
135802,337248
135811,337266
135819,337283
135852,337322
135956,337428
136001,337487
136040,337545
136054,337566
136103,337638
136167,337727
136175,337746
136199,337777
136208,337796
136219,337814
136222,337825
136244,337943
136264,338036
136270,338048
136296,338074
136334,338136
136369,338176
136375,338199
136398,338231
136403,338245
136433,338278
136447,338308
136477,338348
136482,338360
136506,338392
136595,338489
136618,338521
136625,338534
136649,338566
136665,338637
136686,338674
136717,338757
136738,338786
136753,338829
136785,338896
136803,338961
136831,339030
136854,339093
136872,339123
136884,339159
136909,339230
136919,339276
136930,339317
136941,339354
136953,339392
136963,339418
136974,339453
136995,339513
137002,339530
137023,339589
137041,339672
137047,339713
137053,339743
137053,339773
137059,339805
137069,339848
137071,339875
137074,339917
137074,339961
137077,339989
137084,340032
137084,340078
137087,340118
137091,340127
137114,340160
137136,340217
137210,340348
137260,340435
137292,340536
137295,340547
137306,340571
137317,340595
137332,340623
137388,340771
137448,340874
137465,340905
137471,340934
137486,340964
137492,341006
137508,341036
137539,341115
137556,341146
137631,341331
137647,341362
137655,341373
137655,341387
137655,341401
137655,341415
137655,341426
137655,341440
137655,341451
137655,341465
137655,341479
137655,341493
137655,341507
137655,341521
137663,341535
137663,341549
137663,341563
137663,341577
137663,341591
137663,341605
137663,341619
137663,341630
137663,341641
137663,341655
137663,341669
137663,341683
137663,341697
137663,341711
137663,341725
137663,341739
137663,341753
137663,341767
137663,341781
137663,341792
137663,341806
137663,341820
137663,341834
137663,341845
137663,341859
137689,341914
137692,341926
137780,342359
137799,342428
137836,342505
137836,342568
137847,342634
137905,342930
137949,343153
137970,343367
137983,343438
138004,343470
138036,343515
138052,343543
138064,343572
138087,343604
138098,343662
138115,343704
138121,343764
138136,343795
138169,343863
138176,343892
138180,343905
138198,343934
138208,343978
138222,344005
138330,344329
138346,344373
138356,344417
138371,344443
138384,344467
138405,344491
138422,344550
138437,344576
138461,344620
138503,344673
138533,344723
138544,344744
138579,344806
138600,344835
138635,344904
138655,344936
138694,345027
138731,345088
138741,345121
138741,345121
138741,345121
138747,345144
138769,345169
138787,345221
138812,345255
138845,345323
138867,345357
138893,345410
138915,345444
138953,345522
138975,345556
138997,345615
139019,345649
139041,345704
139060,345738
139083,345791
139105,345825
139126,345881
139148,345915
139170,345971
139191,346005
139209,346057
139223,346078
139237,346117
139254,346167
139338,346319
139359,346413
139370,346461
139383,346488
139414,346798
139431,347025
139440,347054
139458,347085
139479,347127
139488,347154
139508,347197
139516,347238
139522,347262
139526,347286
139562,347371
139581,347420
139596,347469
139619,347521
139634,347580
139683,347739
139696,347795
139711,347842
139717,347870
139720,347910
139727,347941
139741,347984
139747,348012
139754,348045
139754,348076
139762,348114
139766,348140
139781,348173
139797,348205
139797,348232
139803,348273
139803,348301
139820,348344
139834,348418
139842,348451
139864,348544
139871,348573
139883,348604
139894,348635
139908,348684
139916,348716
139931,348749
139942,348788
139963,348841
139972,348881
139980,348914
139991,348947
140000,348979
140011,349043
140023,349081
140038,349120
140047,349152
140056,349185
140063,349225
140076,349264
140083,349292
140095,349324
140095,349356
140123,349406
140134,349443
140144,349487
140161,349519
140181,349564
140187,349590
140207,349633
140216,349662
140225,349693
140229,349717
140236,349741
140242,349765
140255,349804
140259,349838
140259,349867
140274,349898
140282,349922
140291,349946
140291,349970
140291,349994
140294,350024
140300,350042
140310,350069
140314,350094
140321,350139
140328,350160
140328,350184
140328,350208
140335,350254
140335,350300
140351,350332
140359,350367
140375,350401
140383,350424
140398,350482
140412,350519
140427,350551
140443,350598
140452,350624
140462,350667
140470,350699
140480,350730
140496,350762
140500,350787
140515,350836
140523,350864
140534,350895
140538,350918
140538,350941
140556,350975
140566,351006
140575,351050
140579,351073
140590,351108
140604,351138
140617,351183
140621,351205
140636,351239
140645,351259
140647,351280
140661,351308
140676,351344
140676,351367
140683,351390
140716,351469
140720,351494
140729,351539
140741,351571
140752,351600
140756,351629
140768,351661
140781,351692
140781,351715
140783,351736
140831,351804
140842,351841
140851,351873
140872,351928
140889,351984
140901,352034
140912,352066
140924,352114
140941,352163
140960,352202
140978,352252
140990,352308
141002,352361
141014,352421
141026,352481
141044,352580
141056,352632
141071,352689
141083,352745
141097,352775
141111,352805
141125,352835
141136,352865
141150,352895
141164,352925
141178,352955
141180,352981
141194,353011
141208,353041
141223,353090
141236,353121
141249,353163
141257,353193
141257,353223
141257,353253
141266,353288
141266,353318
141279,353360
141292,353408
141302,353439
141309,353470
141320,353502
141333,353551
141343,353578
141347,353605
141347,353632
141347,353659
141347,353686
141347,353713
141347,353740
141347,353767
141347,353794
141354,353830
141356,353851
141374,353896
141389,353937
141401,353979
141416,354023
141430,354064
141445,354108
141453,354140
141481,354225
141495,354269
141510,354324
141517,354360
141527,354408
141533,354449
141546,354476
141554,354498
141561,354521
141569,354565
141575,354598
141583,354627
141604,354678
141611,354706
141616,354731
141622,354754
141629,354791
141636,354813
141647,354846
141654,354884
141669,354940
141671,354987
141673,355013
141673,355039
141675,355070
141677,355101
141688,355140
141699,355182
141703,355214
141714,355268
141716,355289
141723,355321
141761,355536
141775,355761
141888,356014
141943,356190
142056,356384
142070,356411
142077,356432
142077,356453
142087,356476
142095,356497
142102,356518
142110,356539
142122,356560
142131,356581
142131,356602
142131,356623
142131,356644
142131,356665
142141,356689
142141,356710
142141,356731
142150,356758
142150,356779
142150,356800
142150,356821
142150,356842
142150,356863
142150,356884
142157,356908
142157,356929
142157,356953
142157,356974
142157,356995
142160,357003
142170,357028
142196,357149
142203,357173
142217,357196
142222,357218
142247,357250
142253,357270
142267,357293
142347,357429
142362,357459
142373,357519
142384,357542
142401,357579
142419,357611
142430,357634
142442,357657
142455,357677
142474,357699
142485,357724
142493,357746
142501,357771
142509,357787
142523,357805
142537,357823
142551,357841
142563,357859
142578,357879
142587,357896
142603,357916
142619,357936
142635,357956
142650,357976
142665,357996
142674,358016
142683,358036
142696,358058
142704,358083
142711,358103
142722,358129
142731,358150
142739,358167
142833,358345
142914,358540
142941,358804
142963,359043
142972,359207
143025,359385
143031,359419
143088,359536
143100,359594
143109,359647
143150,359743
143154,359802
143175,359883
143184,359970
143192,360030
143227,360108
143228,360163
143240,360256
143267,360362
143274,360430
143291,360513
143300,360557
143303,360603
143316,360665
143328,360735
143337,360810
143348,360887
143351,360932
143381,361035
143404,361109
143430,361317
143479,361489
143505,361578
143523,361618
143551,361748
143557,361768
143579,361808
143592,361848
143604,361894
143617,361922
143629,361970
143642,362005
143660,362112
143670,362148
143689,362210
143711,362249
143715,362284
143731,362324
143762,362442
143781,362516
143795,362572
143818,362615
143833,362657
143891,362769
143903,362810
143916,362837
143931,362860
144053,363403
144071,363469
144091,363501
144113,363532
144118,363547
144134,363572
144183,363676
144199,363701
144213,363733
144235,363764
144254,363794
144297,363894
144317,363932
144355,363999
144393,364074
144399,364087
144424,364120
144429,364134
144451,364166
144531,364267
144536,364282
144554,364310
144580,364363
144605,364399
144629,364438
144650,364467
144815,364740
144834,364767
144858,364825
144880,364854
144894,364889
144911,364921
144933,364961
144956,364989
144999,365048
145010,365074
145036,365105
145061,365145
145087,365175
145128,365250
145134,365265
145152,365288
145175,365328
145182,365346
145214,365395
145247,365443
145282,365507
145293,365532
145315,365559
145336,365601
145355,365631
145369,365681
145386,365747
145458,365940
145498,366190
145523,366369
145612,366521
145629,366681
145650,366759
145675,366852
145682,366884
145696,366927
145704,366973
145715,367029
145724,367071
145731,367111
145735,367146
145735,367189
145750,367230
145762,367300
145778,367362
145792,367418
145799,367474
145802,367508
145818,367568
145832,367662
145843,367707
145852,367750
145865,367802
145868,367829
145878,367881
145886,367924
145897,367969
145909,368016
145912,368056
145923,368105
145931,368146
145931,368187
145938,368228
145941,368284
145944,368314
145948,368353
145951,368388
145954,368413
145963,368458
145983,368537
145989,368576
145999,368618
146014,368716
146035,368769
146050,368805
146091,368988
146103,369028
146115,369063
146125,369099
146139,369136
146148,369157
146158,369193
146171,369232
146179,369276
146179,369324
146190,369365
146198,369404
146205,369425
146223,369489
146237,369532
146256,369584
146269,369622
146279,369658
146283,369697
146289,369743
146293,369796
146302,369833
146308,369871
146312,369889
146326,369946
146338,369991
146351,370063
146359,370106
146365,370151
146365,370194
146375,370235
146386,370276
146386,370316
146393,370356
146411,370401
146414,370416
146425,370440
146435,370466
146445,370490
146448,370505
146451,370520
146451,370535
146451,370550
146451,370565
146451,370580
146451,370595
146454,370610
146454,370625
146454,370640
146460,370662
146469,370686
146475,370706
146489,370744
146497,370763
146515,370811
146525,370843
146534,370864
146540,370885
146546,370908
146546,370931
146554,370967
146560,371004
146568,371033
146576,371060
146582,371081
146590,371101
146600,371126
146606,371151
146609,371166
146612,371181
146612,371196
146625,371218
146632,371240
146632,371262
146632,371284
146640,371308
146652,371332
146693,371372
146705,371399
146712,371419
146719,371434
146726,371449
146737,371474
146737,371489
146743,371505
146743,371520
146746,371535
146746,371550
146746,371565
146746,371580
146763,371625
146772,371646
146772,371661
146779,371676
146779,371691
146786,371706
146794,371737
146802,371757
146805,371772
146808,371787
146815,371808
146815,371823
146815,371838
146815,371853
146815,371868
146815,371883
146815,371898
146815,371913
146815,371928
146824,371949
146830,371971
146830,371992
146836,372013
146842,372044
146842,372065
146848,372096
146858,372121
146866,372147
146889,372196
146910,372246
146923,372295
146930,372345
146933,372362
146942,372410
146953,372454
146962,372496
146969,372539
146972,372554
146981,372573
146990,372623
147002,372678
147005,372695
147016,372753
147025,372812
147034,372860
147047,372917
147050,372934
147062,373001
147078,373090
147090,373161
147108,373216
147124,373287
147139,373369
147152,373441
147165,373507
147182,373621
147195,373669
147202,373716
147214,373764
147217,373780
147225,373811
147233,373836
147251,373911
147254,373937
147263,373986
147271,374034
147274,374071
147282,374105
147294,374159
147301,374191
147304,374220
147310,374246
147313,374286
147320,374312
147327,374356
147335,374392
147341,374408
147348,374466
147424,374594
147451,374804
147525,374945
147571,375045
147620,375122
147636,375145
147636,375168
147656,375209
147687,375252
147699,375275
147711,375298
147767,375366
147778,375432
147866,375554
147912,375708
147947,375808
147976,375865
147992,375891
148019,375963
148033,375989
148045,376021
148055,376055
148058,376068
148058,376081
148058,376094
148061,376107
148061,376120
148061,376133
148068,376146
148068,376159
148068,376172
148068,376185
148068,376198
148076,376213
148076,376228
148088,376239
148091,376249
148145,376329
148160,376387
148165,376448
148172,376559
148177,376644
148190,376667
148204,376687
148211,376715
148236,376745
148242,376762
148254,376781
148260,376820
148280,376846
148297,376887
148315,376918
148325,376952
148344,376982
148360,377022
148381,377050
148424,377144
148447,377175
148457,377203
148475,377229
148484,377263
148497,377283
148518,377347
148542,377377
148548,377392
148563,377415
148582,377455
148604,377485
148611,377508
148628,377531
148634,377554
148651,377578
148658,377600
148684,377632
148709,377692
148748,377736
148755,377756
148781,377788
148788,377811
148827,377859
148839,377891
148861,377919
148868,377937
148902,377977
148915,378004
148940,378032
148949,378059
148960,378083
148966,378103
148979,378123
149003,378177
149023,378207
149030,378226
149047,378246
149087,378320
149114,378353
149125,378383
149150,378410
149155,378478
149160,378591
149169,378607
149169,378623
149171,378639
149171,378655
149171,378671
149171,378687
149173,378703
149173,378719
149173,378735
149173,378751
149173,378767
149173,378783
149173,378799
149173,378815
149173,378831
149173,378847
149173,378863
149173,378879
149173,378895
149173,378911
149173,378927
149173,378943
149173,378959
149173,378975
149173,378991
149173,379007
149173,379023
149173,379039
149173,379055
149173,379071
149184,379087
149184,379103
149184,379119
149184,379135
149184,379151
149184,379167
149184,379183
149184,379199
149186,379215
149186,379231
149186,379247
149186,379263
149186,379279
149186,379295
149186,379311
149186,379327
149186,379343
149186,379359
149186,379375
149186,379391
149186,379407
149186,379423
149186,379439
149186,379455
149186,379471
149186,379487
149188,379503
149188,379519
149188,379535
149188,379551
149188,379567
149188,379583
149188,379599
149188,379615
149190,379631
149190,379647
149190,379663
149190,379679
149190,379695
149190,379711
149190,379727
149190,379743
149190,379759
149190,379775
149190,379791
149190,379807
149190,379823
149190,379839
149190,379855
149190,379871
149190,379887
149190,379903
149190,379919
149190,379935
149190,379951
149190,379967
149190,379983
149190,379999
149190,380015
149190,380031
149190,380047
149190,380063
149190,380079
149190,380095
149190,380111
149190,380127
149190,380143
149190,380159
149190,380175
149190,380191
149190,380207
149190,380223
149190,380239
149190,380255
149192,380271
149192,380287
149192,380303
149192,380319
149192,380335
149192,380351
149192,380367
149192,380383
149192,380399
149194,380415
149194,380431
149194,380447
149194,380463
149194,380479
149194,380495
149194,380511
149194,380527
149194,380543
149194,380559
149194,380575
149196,380591
149196,380607
149196,380623
149196,380639
149233,380694
149238,380763
149243,380831
149248,380889
149252,380908
149260,380934
149272,380963
149302,381012
149308,381034
149330,381082
149364,381149
149397,381191
149407,381226
149435,381278
149452,381330
149472,381362
149599,381573
149620,381627
149638,381677
149676,381735
149691,381779
149723,381831
149735,381850
149754,381887
149769,381923
149784,381983
149799,382025
149810,382053
149819,382089
149837,382142
149847,382175
149858,382205
149877,382244
149891,382279
149915,382370
149930,382400
149949,382462
149964,382505
149972,382537
149980,382563
149990,382592
150017,382657
150033,382713
150047,382766
150069,382827
150088,382887
150095,382910
150095,382933
150095,382956
150099,382978
150109,383013
150119,383045
150129,383080
150140,383116
150153,383152
150196,383225
150210,383256
150221,383287
150263,383373
150285,383422
150298,383455
150329,383527
150336,383566
150346,383599
150356,383641
150366,383676
150406,383801
150428,383882
150428,383917
150428,383952
150428,383987
150432,384011
150522,384322
150610,384455
150614,384466
150740,384845
150750,384867
150781,384904
150799,384940
150829,384978
150842,385015
150857,385057
150879,385090
150892,385113
150945,385161
150970,385204
150991,385235
151185,385574
151220,385626
151227,385644
151247,385676
151252,385697
151269,385727
151286,385781
151302,385809
151310,385850
151332,385885
151353,385925
151363,385961
151388,386004
151412,386050
151433,386088
151468,386228
151522,386340
151577,386449
151594,386487
151606,386520
151639,386620
151647,386659
151655,386689
151663,386725
151671,386764
151674,386774
151679,386784
151679,386794
151682,386804
151682,386814
151682,386824
151682,386834
151682,386844
151682,386855
151682,386870
151682,386885
151682,386896
151682,386906
151682,386917
151682,386928
151682,386938
151682,386949
151682,386959
151689,386975
151696,386991
151761,387078
151778,387105
151778,387115
151778,387126
151778,387137
151778,387148
151789,387179
151792,387190
151937,387482
151958,387584
152018,387759
152046,387863
152057,387985
152066,388010
152079,388036
152106,388068
152123,388104
152159,388155
152189,388195
152195,388221
152205,388253
152222,388293
152241,388324
152262,388360
152302,388412
152321,388470
152336,388501
152348,388539
152367,388571
152376,388605
152387,388637
152451,388734
152462,388775
152471,388792
152481,388823
152495,388844
152523,388885
152544,388945
152561,389011
152584,389119
152625,389201
152647,389258
152661,389369
152696,389465
152718,389507
152728,389527
152735,389545
152735,389564
152744,389583
152756,389603
152767,389623
152767,389644
152770,389665
152775,389681
152775,389701
152775,389721
152775,389739
152775,389757
152775,389777
152786,389796
152793,389814
152804,389833
152815,389853
152815,389871
152826,389891
152837,389910
152848,389930
152901,390024
152951,390148
152954,390173
152967,390201
152967,390219
152975,390244
152985,390276
152995,390298
153002,390321
153002,390353
153011,390376
153014,390387
153015,390390
153022,390424
153116,390682
153147,390723
153150,390734
153160,390758
153208,390883
153212,390898
153233,390928
153270,391006
153298,391038
153314,391069
153364,391180
153382,391239
153393,391279
153403,391310
153417,391352
153430,391376
153442,391398
153458,391429
153469,391451
153481,391471
153493,391495
153501,391511
153509,391536
153682,391934
153695,391965
153713,391991
153718,392010
153735,392037
153742,392054
153762,392091
153782,392134
153797,392157
153803,392181
153819,392206
153832,392234
153851,392261
153861,392302
153887,392347
153892,392368
153908,392393
153914,392416
153934,392442
154086,392702
154110,392741
154114,392754
154121,392777
154128,392822
154141,392855
154164,392877
154266,393006
154279,393028
154297,393053
154319,393084
154341,393114
154392,393189
154413,393219
154428,393245
154438,393261
154471,393307
154496,393344
154508,393366
154527,393401
154555,393441
154578,393486
154595,393524
154614,393563
154647,393612
154689,393688
154702,393710
154750,393775
154774,393826
154813,393884
155025,394199
155068,394246
155080,394273
155096,394310
155121,394353
155130,394383
155146,394418
155156,394441
155171,394465
155171,394488
155174,394505
155208,394644
155233,394689
155249,394716
155267,394741
155274,394769
155333,394895
155344,394932
155354,394961
155362,394990
155392,395081
155406,395114
155421,395152
155430,395185
155441,395231
155450,395264
155470,395326
155478,395359
155580,395576
155622,395644
155632,395675
155662,395765
155693,395855
155700,395882
155709,395915
155750,396017
155759,396046
155775,396097
155784,396126
155809,396206
155817,396245
155833,396281
155848,396300
155853,396319
155858,396338
155862,396357
155867,396376
155872,396395
155877,396414
155882,396434
155896,396465
155909,396507
155967,396637
155979,396709
155992,396749
156001,396782
156033,396839
156042,396874
156047,396907
156053,396929
156053,396959
156053,396981
156053,397003
156053,397035
156053,397064
156057,397086
156057,397114
156069,397143
156086,397173
156092,397195
156092,397216
156092,397239
156100,397262
156100,397284
156106,397309
156117,397334
156117,397357
156121,397380
156121,397402
156125,397424
156131,397447
156138,397472
156138,397497
156146,397527
156154,397535
156223,397615
156237,397661
156240,397682
156273,397802
156290,397871
156324,397920
156341,398008
156353,398038
156362,398062
156368,398086
156379,398114
156388,398140
156397,398172
156403,398200
156418,398258
156427,398284
156433,398316
156442,398346
156465,398393
156484,398432
156521,398560
156560,398692
156573,398735
156581,398777
156603,398853
156619,398909
156637,398975
156660,399034
156676,399093
156688,399159
156706,399230
156718,399319
156721,399330
156723,399377
156784,399482
156821,399528
156863,399590
156878,399618
156898,399666
156898,399667
156951,399756
157149,400106
157235,400227
157285,400357
157294,400368
157305,400389
157344,400473
157511,400731
157548,400778
157559,400798
157582,400846
157601,400889
157625,400942
157674,401009
157701,401056
157728,401099
157779,401187
157799,401231
157826,401283
157844,401327
157890,401413
157918,401467
157932,401512
157953,401553
157973,401612
157989,401638
158008,401670
158082,401777
158102,401803
158128,401826
158143,401893
158152,401941
158155,401947
158172,401998
158188,402043
158210,402103
158244,402227
158247,402233
158263,402284
158302,402419
158319,402513
158338,402575
158345,402591
158357,402646
158398,402726
158460,402832
158605,403104
158651,403223
158710,403308
158716,403321
158723,403344
158724,403347
158750,403402
158764,403476
158818,403588
158827,403593
158848,403648
