size,loc
307683,957165
307687,958629
307687,958700
307687,958731
307689,958763
307692,958961
307695,959014
307698,959154
307701,959202
307701,960666
307701,960737
307706,960768
307708,960800
307720,962264
307723,962335
307723,962366
307725,962398
307728,962596
307731,962649
307731,962789
307734,962837
307734,964301
307734,964372
307734,964403
307734,964435
307737,964633
307737,964686
307737,964826
307737,964874
307737,966338
307737,966386
307737,966457
307737,966488
307737,966520
307740,966718
307743,966771
307743,966911
307743,966959
307743,968423
307743,968494
307743,968525
307743,968557
307743,968755
307743,968808
307743,968948
307743,968996
307743,970460
307743,970531
307743,970562
307743,970594
307743,970792
307746,970845
307746,970985
307746,971033
307750,972497
307750,972568
307753,972599
307753,972631
307753,972829
307756,972882
307756,973022
307756,973070
307756,974534
307756,974605
307756,974636
307756,974668
307756,974866
307759,974919
307759,975059
307759,975107
307759,976571
307759,976642
307759,976673
307759,976705
307759,976903
307762,976956
307762,977096
307762,977144
307762,978608
307770,978619
307770,978620
307770,978621
307889,978810
307998,978977
308068,979155
308103,979212
308119,979247
308173,979442
308206,979564
308288,979728
308294,979794
308323,979873
308323,979874
308325,979886
308335,979934
308337,979940
308383,979997
308404,980051
308434,980101
308465,980123
308468,980128
308472,980371
308914,981039
309007,981166
309117,981394
309217,981627
309269,981700
309277,981715
309291,981734
309291,981737
309343,981865
309345,981869
309358,981880
309393,981933
309408,981957
309447,982004
309581,982201
309590,982217
309673,982312
309843,982569
309844,982571
309899,982711
309920,982746
309950,982868
309960,982924
309963,982931
309984,983042
310021,983111
310037,983128
310042,983168
310078,983208
310078,983209
310112,983244
310141,983279
310169,983320
310185,983353
310186,983356
310188,983394
310188,983427
310190,983475
310208,983506
311245,985411
311383,985551
311391,985585
311426,985679
311443,985714
311505,985798
311517,986047
311537,986069
311550,986108
311566,986127
311583,986142
311588,986154
311608,986183
311610,986189
311615,986207
311624,986267
311635,986323
311660,986376
311672,986443
311675,986524
311690,986561
311693,986638
311695,986642
311704,986693
311804,986837
311806,986841
311814,986877
311827,986899
311834,986921
311864,987017
311873,987043
311921,987094
311937,987115
312203,987461
312218,987480
312525,987965
312525,987971
312530,987977
312595,988310
312652,988379
312652,988487
312652,989215
312652,989235
312652,989290
312652,989306
312652,989326
312652,989465
312652,989538
312652,989554
312652,989604
312652,989606
312652,989616
312652,989773
312652,989791
312652,989819
312652,989819
312652,989985
312652,990000
312652,990024
312652,990440
312652,990486
312652,990602
312652,990746
312652,990748
312652,990805
312652,990821
312652,990924
312652,990964
312652,990977
312652,991002
312652,991192
312652,991193
312652,991208
312652,991228
312652,991327
312652,991356
312652,991393
312652,991414
312652,991416
312652,991443
312652,991463
312652,991485
312652,991527
312652,991905
312652,991912
312652,992001
312652,992298
312652,992320
312652,992521
312652,992569
312652,992730
312652,992752
312652,992761
312652,992817
312652,992890
312652,992903
312664,992917
312755,993078
312819,993220
313002,993798
313088,994014
313111,994073
313257,994350
313311,994443
313401,994608
313486,994777
313610,994983
313683,995137
313715,995213
313742,995296
313815,995500
313931,995739
313947,995784
313985,995893
313995,995916
314008,995948
314051,996044
314108,996182
314154,996274
314374,996600
314407,996695
314420,996740
314459,996825
314681,997307
314762,997517
314821,997662
314845,997700
314898,997853
314963,998034
315103,998301
315147,998393
315203,998504
315238,998559
315419,999029
315445,999082
315510,999228
315577,999334
315622,999478
315764,999791
315935,1000208
316027,1000451
316063,1000559
316096,1000623
316115,1000661
316126,1000678
316131,1000693
316163,1000777
316177,1000827
316203,1000890
316221,1000949
316234,1000990
316271,1001124
316369,1001377
316395,1001446
316452,1001570
316470,1001659
316541,1001854
316638,1002038
316650,1002052
316660,1002076
316702,1002141
316723,1002179
316725,1002197
316764,1002278
316822,1002424
317034,1002918
317043,1002929
317048,1002940
317086,1003108
317448,1003890
317498,1004085
317548,1004232
317582,1004319
317614,1004440
317622,1004503
317691,1004680
317818,1004908
317855,1005052
317900,1005174
317963,1005310
318071,1005629
318323,1006222
318367,1006349
318403,1006436
318505,1006630
318507,1006639
318525,1006670
318598,1007005
318777,1007343
318946,1007609
318957,1007647
319026,1007830
319149,1008072
319181,1008186
319313,1008479
319391,1008632
319435,1008735
319548,1009329
319780,1010154
319786,1010181
319854,1010304
319875,1010360
319959,1010524
319989,1010611
319989,1010615
319989,1010618
320100,1010855
321047,1013452
321104,1013571
321137,1013647
321642,1014845
321698,1015027
321725,1015091
321883,1015421
321900,1015459
322083,1016030
322109,1016074
322186,1016234
322266,1016584
322300,1016654
322668,1017849
322713,1018064
322785,1018284
322804,1018343
322872,1018499
322872,1018509
322953,1018611
322960,1018615
322983,1018682
322983,1018704
322987,1018730
322987,1018756
322994,1018759
323001,1018772
323023,1018791
323109,1018899
323121,1018909
323121,1018920
323129,1018932
323144,1018953
323172,1019035
323191,1019053
323251,1019130
323262,1019148
323267,1019181
323278,1019216
323282,1019273
323286,1019296
323290,1019309
323300,1019368
323308,1019399
323321,1019424
323343,1019445
323350,1019450
323402,1019499
323426,1019511
324872,1021602
324914,1021665
324971,1021814
324995,1021887
325085,1022032
325162,1022224
325184,1022245
325204,1022303
325205,1022311
325207,1022396
325207,1022480
325228,1022755
325228,1022832
325228,1022897
325270,1022968
325291,1023006
325300,1023026
325301,1023028
325328,1023060
325356,1023090
325404,1023143
325438,1023219
325479,1023310
325557,1023425
325587,1023478
325588,1023484
325589,1023492
325590,1023766
325593,1023842
325599,1023873
325599,1023876
325600,1023906
325600,1023936
325600,1023939
325605,1023965
325605,1024038
325605,1024041
325616,1024071
326040,1024634
326040,1024636
326040,1024638
326043,1024647
326125,1024750
326172,1024805
326206,1024858
326211,1024866
326224,1024884
326224,1024886
326232,1024900
326232,1024921
326232,1024943
326232,1024954
326232,1024988
326232,1025036
326232,1025067
326232,1025098
326232,1025127
326232,1025149
326232,1025179
326232,1025209
326232,1025234
326232,1025272
326248,1025760
326248,1025781
326254,1025820
326280,1026292
326288,1026651
326288,1026672
326288,1026680
326288,1026742
326292,1026755
326293,1026762
326293,1026767
326293,1027049
326329,1027193
326329,1027227
326332,1027569
326332,1027634
326349,1027702
326349,1027879
326349,1027880
326349,1028033
326349,1028034
326349,1028057
326370,1028105
326378,1028120
326378,1028155
326393,1028191
326434,1028283
326439,1028293
326440,1028298
326466,1028379
326475,1028403
326476,1028473
326476,1028543
326476,1028722
326476,1028821
326476,1028825
326487,1028839
326565,1028991
326594,1029082
326599,1029094
326599,1029097
326682,1029388
326699,1030142
326802,1030704
326806,1030713
326906,1030877
326928,1030943
326942,1030962
327032,1031066
327032,1031169
327032,1031260
327040,1031833
327044,1031978
327052,1032767
327052,1033786
327052,1033897
327052,1034434
327052,1034622
327053,1034897
327081,1035151
327081,1035179
327081,1035180
327191,1037519
327191,1037820
327191,1038251
327203,1039567
327212,1041416
327224,1042323
327258,1042634
327258,1042779
327271,1044557
327271,1044571
327271,1044641
327278,1044726
327278,1044847
327282,1044881
327282,1044903
327282,1045093
327282,1045184
327290,1045292
327290,1045293
327290,1045463
327295,1045618
327295,1045619
327303,1046521
327303,1046523
327347,1048120
327347,1048197
327361,1048463
327361,1049075
327361,1049328
327366,1050178
327367,1050179
327445,1050305
327479,1050352
327502,1050378
327531,1050436
327573,1050509
327614,1050577
327681,1050763
327853,1051002
327914,1051094
327995,1051199
328079,1051451
328089,1051472
328098,1051498
328108,1052248
328109,1052458
328123,1053997
328123,1054016
328123,1054396
328123,1054412
328123,1054612
328123,1054648
328123,1054767
328123,1055308
328123,1056785
328566,1058863
328566,1059140
328569,1059231
328574,1060216
328623,1062703
328623,1062795
328642,1066407
328642,1067407
328691,1067804
328696,1068842
328708,1069605
328741,1069660
328754,1069679
328754,1069872
328775,1070706
328784,1071435
328784,1071452
328784,1071458
328784,1071468
328784,1071474
328784,1071544
328797,1073367
328810,1073512
328836,1074565
328848,1075089
328848,1075466
328918,1075930
328920,1075940
328920,1075999
328937,1076543
328944,1076984
328944,1077093
329001,1077688
329001,1077699
329005,1077731
329018,1077756
329073,1077865
329073,1077885
329080,1078035
329080,1078108
329080,1078124
329080,1078174
329100,1078365
329100,1078375
329110,1078551
329110,1078569
329110,1078596
329111,1078635
329111,1078801
329111,1078814
329111,1078838
329118,1079241
329118,1079287
329124,1079403
329134,1079548
329134,1079562
329134,1079613
329134,1079629
329134,1079669
329143,1079685
329143,1079710
329143,1079895
329143,1079896
329143,1079920
329147,1079949
329147,1079970
329150,1080203
329150,1080228
329150,1080248
329157,1080269
329182,1080596
329182,1080603
329187,1080681
329193,1080988
329193,1081010
329206,1081203
329216,1081211
329216,1081266
329217,1081335
329217,1081358
329222,1081382
329223,1081494
329224,1081505
329243,1081706
329250,1081813
329351,1082242
329365,1082484
329366,1082506
329371,1082591
329483,1083707
329500,1083795
329500,1083831
329556,1084220
329585,1084425
329610,1084509
329612,1084548
329613,1084555
329624,1084654
329627,1084724
329665,1085058
329665,1085084
329682,1085161
329696,1085314
329716,1086002
329718,1086021
329740,1086157
329745,1086237
329752,1086322
329753,1086335
329806,1086817
329820,1086967
329827,1087035
329827,1087054
329828,1087169
329845,1087252
329849,1087331
329877,1087653
329900,1087855
329921,1088146
329925,1088217
329934,1088330
329936,1088374
329942,1088966
329943,1088973
329956,1089325
329965,1089395
329973,1089460
329973,1089604
330001,1090371
330001,1090440
330115,1091436
330272,1093220
330274,1093378
330279,1093426
330305,1093629
330357,1094129
330358,1094181
330476,1095291
330476,1095296
330498,1095423
330560,1095687
330562,1095704
330643,1096996
330662,1097411
330663,1097433
330663,1097714
330670,1097764
330670,1097822
330670,1097865
330713,1098302
330722,1098628
330752,1098937
330754,1098986
330811,1099424
330819,1099561
330819,1099624
330847,1101963
330847,1102025
330852,1102213
330852,1102280
330852,1102376
330852,1102456
330861,1102726
330865,1102959
330865,1102969
330865,1103020
330865,1103037
330865,1103093
330865,1103132
330872,1104378
330894,1104449
330894,1104552
330894,1104587
330894,1104609
330894,1104616
330894,1104688
330894,1104725
330894,1104726
330894,1104760
330894,1104790
330899,1104827
330899,1104845
330899,1105011
330899,1105122
330904,1105260
330912,1105318
330915,1105706
330915,1105776
330915,1105972
330915,1106019
330915,1106094
330915,1106118
330915,1106285
330915,1106336
330941,1106859
330941,1106917
330941,1107113
330948,1107360
330948,1107406
330948,1107506
330948,1107562
330953,1108260
330957,1108526
330961,1108557
330961,1108654
330971,1108923
330971,1109015
330971,1109047
330980,1109451
330980,1109459
330980,1110018
330994,1110173
330994,1110182
330994,1110301
330994,1110319
330994,1110396
331003,1111188
331003,1111470
331009,1111740
331014,1112381
331014,1112809
331014,1113261
331014,1113372
331017,1114120
331017,1114129
331017,1114140
331017,1114171
331017,1114341
331017,1114353
331017,1114365
331017,1114381
331017,1114542
331017,1114735
331017,1115145
331023,1115653
331031,1116088
331031,1116311
331031,1116483
331031,1117427
331031,1117448
331031,1117572
331044,1117735
331044,1118161
331044,1118272
331044,1118514
331044,1118547
331044,1118565
331044,1118683
331044,1118744
331044,1118798
331044,1119366
331044,1119420
331049,1120733
331049,1120782
331049,1120849
331049,1120994
331049,1121282
331049,1121393
331049,1121498
331049,1121569
331049,1121662
331049,1121783
331049,1121802
331083,1121900
331115,1122435
331158,1122628
331182,1122687
331230,1122772
331249,1122837
331264,1122936
331284,1123036
331316,1123195
331339,1123324
331356,1123401
331373,1123524
331396,1123690
331434,1123854
331437,1123888
331437,1123997
331454,1124027
331465,1124102
331480,1124212
331493,1124271
331578,1124533
331617,1124623
331620,1124653
331627,1124738
331664,1125098
331689,1125233
331719,1125364
331722,1125392
331743,1125485
331756,1125644
331806,1125877
331809,1125958
331861,1126333
331879,1126401
331902,1126421
331909,1126545
331933,1126805
332024,1127109
332043,1127361
332054,1127431
332115,1127673
332123,1127708
332128,1127799
332146,1127854
332148,1127878
332152,1127901
332158,1127939
332159,1127956
332192,1128037
332235,1128126
332295,1128298
332322,1128384
332343,1128466
332446,1129113
332453,1129240
332614,1129897
332632,1130041
332632,1130188
332635,1130258
332678,1130410
332686,1130432
332692,1130697
332796,1130697
332838,1130842
332838,1130986
332846,1131091
332864,1131227
332897,1131470
332940,1131552
332951,1131677
332965,1131747
332987,1131940
332987,1131949
332992,1131976
333081,1132493
333101,1132510
333119,1132714
333278,1133539
333327,1134371
333463,1134777
333567,1135073
333715,1137247
333718,1137320
333779,1138195
333789,1138354
333789,1138418
333825,1138689
333828,1139250
333874,1139418
333880,1139747
333891,1139811
334068,1141115
334082,1141818
334103,1142075
334120,1143424
334120,1143584
334124,1144177
334124,1144201
334124,1144310
334124,1144629
334134,1144788
334134,1144803
334134,1145103
334141,1145259
334141,1145572
334407,1146427
334538,1147084
334546,1147391
334615,1147737
334671,1148098
334671,1148241
334682,1148773
334734,1148874
334766,1149025
334771,1149220
334771,1149462
334771,1149472
334793,1149814
334824,1150661
334831,1150870
334848,1152011
334848,1152111
334848,1152131
334848,1152321
334848,1152333
334848,1152599
334848,1152628
334897,1152708
334897,1152783
334903,1153043
334903,1153058
334903,1153158
334903,1153268
334903,1153293
334908,1153372
334908,1153437
334914,1153781
334914,1153872
334914,1153933
334914,1154017
334914,1154046
334914,1154091
334914,1154379
334936,1154785
334947,1155111
334952,1155174
334952,1155391
334958,1155461
334959,1155508
334969,1155618
334974,1155672
334980,1156107
334980,1156140
334980,1156162
334989,1156288
334999,1156684
334999,1156733
334999,1156821
334999,1157031
335006,1157157
335013,1157332
335013,1157345
335013,1157374
335013,1157455
335013,1158079
335013,1158118
335022,1158407
335022,1158549
335022,1158726
335022,1158801
335022,1159613
335025,1160390
335025,1160554
335032,1160796
335032,1161011
335032,1161056
335032,1161167
335041,1161200
335041,1161234
335047,1161248
335183,1161917
335186,1161960
335186,1162000
335186,1162082
335189,1162101
335189,1162192
335207,1162384
335216,1162438
335216,1162490
335269,1163035
335269,1163043
335269,1163051
335269,1163059
335269,1163067
335269,1163072
335283,1163072
335286,1163073
335292,1163090
335376,1163090
335379,1163090
335379,1163090
335379,1163090
335383,1163090
335383,1163097
335383,1163120
335383,1163137
335477,1163293
335512,1163374
335527,1163470
335570,1163602
335680,1163778
335697,1163795
335726,1163821
335726,1163823
335742,1163844
335761,1163866
335784,1163890
335811,1163927
335825,1163950
335850,1163991
335863,1164011
335878,1164058
335979,1164235
335988,1164255
336024,1164302
336033,1164319
336052,1164353
336070,1164419
336081,1164436
336090,1164456
336100,1164476
336111,1164493
336142,1164531
336143,1164551
336151,1164594
336163,1164609
336171,1164637
336184,1164670
336192,1164691
336196,1164700
336228,1164749
336235,1164770
336238,1164775
336269,1164837
336285,1164864
336322,1164938
336336,1164968
336343,1164975
336371,1165064
336372,1165067
336439,1165230
336442,1165247
336444,1165254
336453,1165287
336487,1165332
336488,1165353
336519,1165448
336530,1165474
336541,1165498
336555,1165525
336579,1165562
336601,1165597
336612,1165617
336621,1165637
336630,1165661
336642,1165681
336651,1165701
336660,1165721
336675,1165746
336704,1165802
336715,1165828
336724,1165854
336781,1165932
336805,1165964
336814,1165976
336820,1165988
336836,1166037
336850,1166061
336856,1166073
336867,1166097
336878,1166121
336889,1166145
336900,1166169
336911,1166193
336922,1166217
336937,1166249
336953,1166277
336972,1166323
336982,1166337
337004,1166404
337043,1166475
337081,1166525
337090,1166549
337102,1166577
337109,1166585
337122,1166613
337123,1166650
337265,1166851
337285,1166879
337355,1167065
337355,1167068
337375,1167108
337387,1167125
337438,1167228
337483,1167361
337509,1167417
337531,1167473
337581,1167589
337588,1167611
337588,1167619
337735,1167851
337754,1167885
337791,1167929
337805,1167951
337836,1168005
337841,1168012
337852,1168041
337852,1168045
337873,1168069
337917,1168179
337923,1168198
337956,1168279
338033,1168375
338082,1168447
338139,1168540
338167,1168610
338183,1168651
338253,1168750
338256,1168761
338268,1168782
338284,1168826
338285,1168839
338426,1169198
338438,1169226
338445,1169238
338472,1169270
338475,1169286
338549,1169422
338750,1169903
338757,1169911
338859,1170131
338879,1170184
338883,1170189
338884,1170200
338886,1170205
338906,1170236
338909,1170247
339146,1170535
339181,1170597
339183,1170606
339204,1170638
339225,1170657
339274,1170719
339276,1170730
339306,1170775
339310,1170788
339327,1170821
339334,1170830
339392,1170894
339406,1170925
339410,1170941
339497,1171105
339500,1171106
339526,1171146
339592,1171303
339628,1171351
339700,1171447
339922,1171701
340139,1171922
340163,1172174
340233,1172291
340316,1172446
340338,1172495
340390,1172566
340447,1172690
340597,1172856
340625,1172892
340637,1172913
340643,1172925
340647,1172936
340663,1172983
340685,1173033
340703,1173076
340721,1173117
340758,1173187
340772,1173228
340777,1173228
340779,1173243
340800,1173281
340804,1173294
340810,1173308
340813,1173322
340815,1173333
340842,1173378
340848,1173426
340872,1173485
340879,1173507
340898,1173557
340921,1173620
340933,1173639
340949,1173670
340976,1173749
340992,1173776
340994,1173804
341003,1173814
341015,1173836
341040,1173899
341086,1173976
341145,1174095
341197,1174211
341205,1174246
341319,1174457
341321,1174464
341334,1174480
341345,1174498
341367,1174527
341388,1174557
341395,1174582
341437,1174671
341454,1174692
341469,1174723
341484,1174771
341512,1174826
341529,1174867
341544,1174907
341552,1174929
341559,1174938
341563,1174948
341569,1174960
341634,1175073
341647,1175096
341670,1175113
341705,1175193
341711,1175209
341712,1175227
341731,1175273
341747,1175300
341758,1175326
341915,1175326
341934,1175353
341949,1175397
341967,1175429
341970,1175441
341979,1175457
342081,1175631
342098,1175654
342211,1175815
342242,1175869
342332,1175991
342357,1176035
342383,1176100
342412,1176151
342428,1176174
342437,1176197
342454,1176231
342506,1176316
342516,1176335
342549,1176389
342554,1176407
342583,1176446
342587,1176461
342588,1176501
342635,1176613
342644,1176632
342698,1176711
342710,1176780
342763,1176871
342778,1176935
342804,1177020
342814,1177034
342827,1177068
344518,1179305
344522,1179317
344526,1179329
344536,1179347
344546,1179365
344546,1179372
344552,1179384
344560,1179399
344565,1179419
344588,1179462
344627,1179528
344631,1179534
344636,1179542
344656,1179565
344673,1179591
344681,1179624
344827,1179806
344839,1179835
344918,1179937
344968,1180026
345122,1180203
345163,1180269
345163,1180271
345266,1180404
345266,1180407
345276,1180443
345301,1180495
345326,1180549
345346,1180575
345351,1180583
345354,1180596
345360,1180635
345592,1181033
345597,1181069
345603,1181147
345637,1181713
345646,1181872
345664,1182193
345692,1182609
345693,1182617
345693,1182618
345711,1183143
345717,1183211
345722,1183245
345735,1183351
345749,1183659
345753,1183861
345755,1183888
345755,1183892
345757,1184075
345788,1185256
345791,1185290
345820,1185720
345820,1185725
345854,1186627
345866,1187081
345875,1187091
345878,1187104
345878,1187105
345882,1187208
345884,1187266
345887,1187325
345888,1187327
345919,1188086
345926,1188135
345927,1188166
345932,1188251
345943,1188458
345944,1188512
345954,1188680
345957,1188693
345958,1188727
345976,1189307
345977,1189312
345980,1189469
345993,1189894
345995,1189996
345995,1189997
345996,1189998
346003,1190105
346003,1190106
346006,1190145
346015,1190240
346016,1190248
346024,1190268
346035,1190411
346036,1190434
346039,1190469
346040,1190546
346041,1190654
346041,1190655
346056,1190877
346057,1190886
346061,1190898
346064,1190914
346131,1191061
346137,1191065
346210,1191169
346333,1191460
346348,1191480
346391,1191555
346395,1191574
346398,1191587
346411,1191611
346441,1191756
346458,1191834
346482,1191877
346619,1192147
346644,1192198
346658,1192224
346670,1192245
346680,1192262
346692,1192293
346706,1192315
346726,1192354
346741,1192378
346753,1192400
346766,1192416
346783,1192442
346786,1192456
346796,1192487
346805,1192518
346817,1192551
346823,1192582
346844,1192621
346881,1192679
347014,1192983
347032,1193013
347214,1193260
347224,1193293
347240,1193349
347249,1193404
347256,1193445
347261,1193461
347362,1193596
347385,1193631
347407,1193688
347443,1193736
347479,1193794
347482,1193813
347533,1193883
347556,1193945
347572,1193987
347591,1194031
347714,1194232
347735,1194289
347738,1194344
347746,1194400
347762,1194444
347778,1194526
347803,1194579
347806,1194592
347834,1194667
347839,1194723
347842,1194778
347845,1194833
347848,1194888
347859,1194923
347862,1194978
347866,1195012
347875,1195074
347878,1195129
347888,1195194
347893,1195261
347901,1195312
347906,1195328
347909,1195383
347984,1195581
347986,1195616
348098,1195885
348120,1196031
348186,1196286
348244,1196426
348923,1198580
349072,1199054
349073,1199062
349212,1199462
349242,1199522
349252,1199564
349263,1199616
349289,1199661
349317,1199750
349341,1199892
349355,1199953
349366,1199997
349376,1200060
349466,1200233
349516,1200373
349546,1200416
349549,1200430
349627,1200562
349655,1200629
349673,1200664
349691,1200697
349717,1200761
349738,1200797
349759,1200842
349782,1200881
349806,1200922
349828,1200955
349835,1201016
349950,1215880
350018,1216631
350085,1217245
350153,1217692
350220,1218517
350287,1219334
350355,1221463
350424,1223033
350491,1223473
350558,1224037
350645,1229181
350670,1229210
350677,1229227
350700,1229274
350718,1229300
350794,1229420
350820,1229475
350843,1229512
350904,1229735
350923,1229759
350980,1229878
351048,1230037
351065,1230128
351077,1230141
351097,1230162
351101,1230167
351104,1230174
351119,1230196
351150,1230217
351213,1230375
351216,1230381
351219,1230393
351271,1230466
351373,1230656
351389,1230720
351407,1230798
351413,1230851
351418,1230869
351424,1230951
351434,1230967
351437,1230996
351478,1231077
351483,1231115
351487,1231120
351498,1231138
351525,1231215
351531,1231235
351533,1231237
351541,1231255
351558,1231288
351601,1231388
351623,1231437
351657,1231505
351659,1231507
351686,1231550
351688,1231552
351690,1231554
351692,1231556
352037,1232199
352050,1232221
352083,1232302
352749,1233539
352768,1233603
352781,1233633
352808,1233753
352875,1233940
352922,1234117
352923,1234124
352925,1234129
352932,1234145
352934,1234151
352942,1234177
353008,1234356
353017,1234375
353047,1234477
353074,1234554
353279,1235091
353323,1235272
353368,1235438
353405,1235527
353410,1235545
353417,1235565
353430,1235590
353436,1235627
353445,1235655
353452,1235668
353475,1235691
353481,1235698
353500,1235730
353507,1235749
353527,1235803
353543,1235834
353551,1235847
353559,1235855
353570,1235864
353576,1235873
353587,1235909
353592,1235941
353599,1235961
353610,1235990
353615,1236000
353619,1236010
353621,1236020
353626,1236032
353632,1236043
353640,1236057
353645,1236070
353654,1236084
353664,1236102
353680,1236137
353709,1236191
353713,1236201
353831,1236525
353840,1236546
353841,1236552
353918,1236667
353922,1236714
354238,1238041
354320,1238358
354347,1238402
354357,1238445
354366,1238473
354380,1238512
354380,1238515
354505,1238899
354560,1239053
354600,1239135
354655,1239282
354673,1239338
354759,1239643
354864,1240022
354933,1240126
355010,1240389
355035,1240498
355071,1240643
355099,1240823
355116,1240884
355163,1241042
355186,1241111
355241,1241348
355290,1241672
355433,1242112
355632,1242788
355638,1242813
355652,1242993
355677,1243047
355698,1243114
355775,1243293
355781,1243318
355817,1243368
355841,1243557
355898,1243715
356047,1244277
356162,1244638
356173,1244703
356184,1244754
356189,1244779
356197,1244807
356228,1244918
356234,1244940
356241,1244958
356254,1244985
356273,1245049
356281,1245084
356288,1245103
356301,1245135
356309,1245163
356317,1245191
356321,1245212
356325,1245236
356332,1245274
356336,1245301
356340,1245323
356344,1245339
356351,1245368
356355,1245400
356359,1245428
356374,1245520
356378,1245548
356385,1245571
356389,1245590
356393,1245614
356397,1245635
356401,1245659
356405,1245681
356409,1245708
356413,1245735
356417,1245755
356421,1245780
356425,1245801
356429,1245821
356437,1245846
356445,1245865
356449,1245892
356459,1245921
356460,1245962
356462,1245981
356512,1246161
356532,1246230
356538,1246251
356567,1246328
356597,1246401
356610,1246439
356628,1246495
356689,1246704
356704,1246771
356713,1246799
356722,1246832
356751,1247106
356768,1247160
356792,1247245
356802,1247272
356818,1247327
356859,1247526
356870,1247580
356914,1247668
356930,1247724
356936,1247762
356945,1247797
356961,1247843
357010,1248017
357035,1248090
357093,1248363
357131,1248455
357131,1248457
357310,1248999
357338,1249132
357383,1249295
357413,1249410
357441,1249513
357509,1249660
357526,1249719
357598,1249984
357609,1250053
357619,1250080
357631,1250110
357649,1250182
357655,1250205
357661,1250226
357665,1250247
357673,1250271
357677,1250292
357681,1250313
357687,1250334
357695,1250355
357706,1250388
357712,1250409
357769,1250561
357844,1250750
357893,1250899
357907,1250954
357924,1250990
357940,1251028
357951,1251067
357969,1251122
357992,1251184
358004,1251219
358022,1251271
358033,1251304
358045,1251339
358087,1251490
358099,1251545
358152,1251752
358183,1251823
358259,1251979
358261,1251991
358357,1252271
358416,1252377
358493,1252595
358519,1252658
358533,1252708
358545,1252763
358578,1252828
358590,1252870
358634,1252939
358646,1252983
358646,1252992
358660,1253049
358675,1253078
358695,1253114
358703,1253144
358783,1253318
358838,1253444
358851,1253470
358865,1253497
358887,1253537
358897,1253563
358925,1253667
358943,1253711
358957,1253754
358966,1253789
358978,1253827
359002,1253883
359017,1253932
359031,1253966
359068,1254071
359097,1254178
359227,1254533
359277,1254764
359426,1255403
359463,1255626
359579,1255982
359610,1256190
359622,1256222
359925,1257394
359938,1257468
359951,1257528
359967,1257576
359982,1257615
360056,1257885
360093,1258182
360274,1258969
360380,1259455
360414,1259745
360431,1259807
360499,1259976
360635,1260449
360635,1260451
360665,1260545
360704,1260707
360746,1260802
360847,1261181
360869,1261240
360926,1261410
360971,1261539
361005,1261632
361031,1261773
361047,1261822
361047,1261824
361149,1262154
361166,1262219
361186,1262316
361194,1262480
361256,1262863
361271,1262882
361292,1262912
361300,1262922
361308,1262941
361321,1262980
361325,1262995
361391,1263187
361409,1263248
361428,1263296
361434,1263316
361438,1263336
361446,1263366
361461,1263460
361486,1263546
361496,1263576
361600,1263906
361648,1264086
361649,1264090
361670,1264194
361678,1264233
361678,1264235
361690,1264260
361696,1264277
361725,1264342
361819,1264522
361839,1264548
362025,1264968
362049,1265031
362200,1265384
362210,1265406
362214,1265428
362227,1265452
362238,1265476
362241,1265478
362256,1265506
362279,1265546
362289,1265571
362306,1265609
362337,1265644
362358,1265687
362389,1265739
362411,1265768
362485,1265879
362554,1265923
362560,1265955
362575,1265988
362589,1266007
362603,1266029
362626,1266070
362649,1266095
362658,1266109
362667,1266123
362681,1266146
362683,1266157
362691,1266175
362702,1266201
362716,1266233
362724,1266256
362734,1266276
362743,1266294
362766,1266324
362782,1266365
362818,1266417
362837,1266435
362874,1266529
362913,1266583
362944,1266617
362969,1266669
362983,1266698
363014,1266742
363115,1266875
363159,1266938
363178,1266966
363255,1267109
363278,1267141
363296,1267165
363304,1267179
363311,1267201
363336,1267249
363346,1267279
363365,1267323
363414,1267418
363467,1267556
363475,1267602
363545,1267698
363559,1267719
363566,1267748
363582,1267772
363628,1267833
363651,1267874
363670,1267896
363686,1267940
363716,1267985
363761,1268066
363795,1268119
363806,1268142
363909,1268287
363915,1268300
363931,1268316
364042,1268442
364331,1268850
364340,1268868
364420,1269009
364430,1269025
364481,1269104
364507,1269149
364558,1269205
364644,1269345
364669,1269378
364699,1269456
364721,1269487
364768,1269566
364793,1269594
364859,1269703
364879,1269732
364898,1269750
364910,1269768
364964,1269854
364980,1269876
365012,1269928
365016,1269938
365024,1269950
365025,1269954
365036,1270052
365045,1270092
365045,1270109
365063,1270161
365078,1270205
365102,1270256
365110,1270298
365124,1270331
365146,1270367
365210,1270447
365232,1270503
365252,1270540
365284,1270659
365290,1270703
365301,1270724
365312,1270744
365364,1270835
365420,1270913
365423,1270918
365452,1270965
365456,1270980
365458,1270985
365459,1270988
365481,1271029
365509,1271111
365516,1271172
365526,1271188
365535,1271228
365537,1271229
365549,1271247
365554,1271267
365598,1271399
365600,1271400
365603,1271412
365609,1271417
365614,1271426
365648,1271491
365651,1271501
365679,1271547
365685,1271581
365687,1271584
365741,1271683
365765,1271709
365822,1271847
365903,1271933
366100,1272195
366160,1272270
366372,1272526
366398,1272637
366437,1272676
366443,1272689
366449,1272705
366532,1272809
366559,1272847
366570,1272886
366605,1272952
366722,1273269
366763,1273336
366847,1273436
367022,1273802
367055,1273854
367078,1273893
367092,1273917
367115,1273972
367139,1274038
367151,1274072
367174,1274118
367200,1274171
367242,1274239
367272,1274285
367278,1274320
